Descipline,Slug_Game,Event,Gender,Medal,Participant_Type,Full_Name,Country,Country_Code
Marathon Swimming,rio-2016,Marathon - 10 km men,Men,GOLD,Athlete,Ferry WEERTMAN,Netherlands,NED
Marathon Swimming,rio-2016,Marathon - 10 km men,Men,SILVER,Athlete,Spyridon GIANNIOTIS,Greece,GRE
Marathon Swimming,rio-2016,Marathon - 10 km men,Men,BRONZE,Athlete,Marc-Antoine OLIVIER,France,FRA
Marathon Swimming,rio-2016,Marathon - 10 km women,Women,GOLD,Athlete,Sharon VAN ROUWENDAAL,Netherlands,NED
Marathon Swimming,rio-2016,Marathon - 10 km women,Women,SILVER,Athlete,Rachele BRUNI,Italy,ITA
Marathon Swimming,rio-2016,Marathon - 10 km women,Women,BRONZE,Athlete,Poliana OKIMOTO,Brazil,BRA
Boxing,rio-2016,+ 91kg (super heavyweight) men,Men,GOLD,Athlete,Tony Victor James YOKA,France,FRA
Boxing,rio-2016,+ 91kg (super heavyweight) men,Men,SILVER,Athlete,Joe JOYCE,Great Britain,GBR
Boxing,rio-2016,+ 91kg (super heavyweight) men,Men,BRONZE,Athlete,Filip HRGOVIC,Croatia,CRO
Boxing,rio-2016,+ 91kg (super heavyweight) men,Men,BRONZE,Athlete,Ivan DYCHKO,Kazakhstan,KAZ
Boxing,rio-2016,75 - 81kg (light-heavyweight) men,Men,GOLD,Athlete,Julio Cesar LA CRUZ,Cuba,CUB
Boxing,rio-2016,75 - 81kg (light-heavyweight) men,Men,SILVER,Athlete,Adilbek NIYAZYMBETOV,Kazakhstan,KAZ
Boxing,rio-2016,75 - 81kg (light-heavyweight) men,Men,BRONZE,Athlete,Mathieu Albert Daniel BAUDERLIQUE,France,FRA
Boxing,rio-2016,75 - 81kg (light-heavyweight) men,Men,BRONZE,Athlete,Joshua BUATSI,Great Britain,GBR
Boxing,rio-2016,46-49kg men,Men,GOLD,Athlete,Hasanboy DUSMATOV,Uzbekistan,UZB
Boxing,rio-2016,46-49kg men,Men,SILVER,Athlete,Yurberjen Herney MARTINEZ,Colombia,COL
Boxing,rio-2016,46-49kg men,Men,BRONZE,Athlete,Joahnys ARGILAGOS,Cuba,CUB
Boxing,rio-2016,46-49kg men,Men,BRONZE,Athlete,Nico Miguel HERNANDEZ,United States of America,USA
Boxing,rio-2016,52kg men,Men,GOLD,Athlete,Shakhobidin ZOIROV,Uzbekistan,UZB
Boxing,rio-2016,52kg men,Men,SILVER,Athlete,Yoel Segundo FINOL,Venezuela,VEN
Boxing,rio-2016,52kg men,Men,BRONZE,Athlete,Jianguan HU,People's Republic of China,CHN
Boxing,rio-2016,60 kg light women,Women,GOLD,Athlete,Estelle MOSSELY,France,FRA
Boxing,rio-2016,60 kg light women,Women,SILVER,Athlete,Junhua YIN,People's Republic of China,CHN
Boxing,rio-2016,60 kg light women,Women,BRONZE,Athlete,Mira POTKONEN,Finland,FIN
Boxing,rio-2016,60 kg light women,Women,BRONZE,Athlete,Anastasiya Belyakova,Russian Federation,RUS
Boxing,rio-2016,81-91kg heavyweight men,Men,GOLD,Athlete,Evgeny TISHCHENKO,Russian Federation,RUS
Boxing,rio-2016,81-91kg heavyweight men,Men,SILVER,Athlete,Vassiliy LEVIT,Kazakhstan,KAZ
Boxing,rio-2016,81-91kg heavyweight men,Men,BRONZE,Athlete,Rustam TULAGANOV,Uzbekistan,UZB
Boxing,rio-2016,81-91kg heavyweight men,Men,BRONZE,Athlete,Erislandy SAVON,Cuba,CUB
Boxing,rio-2016,69 - 75 kg men,Men,GOLD,Athlete,Arlen LOPEZ,Cuba,CUB
Boxing,rio-2016,69 - 75 kg men,Men,SILVER,Athlete,Bektemir MELIKUZIEV,Uzbekistan,UZB
Boxing,rio-2016,69 - 75 kg men,Men,BRONZE,Athlete,Kamran SHAKHSUVARLY,Azerbaijan,AZE
Boxing,rio-2016,69 - 75 kg men,Men,BRONZE,Athlete,Misael Uziel RODRIGUEZ,Mexico,MEX
Boxing,rio-2016,64 - 69 kg men,Men,GOLD,Athlete,Daniyar YELEUSSINOV,Kazakhstan,KAZ
Boxing,rio-2016,64 - 69 kg men,Men,SILVER,Athlete,Shakhram GIYASOV,Uzbekistan,UZB
Boxing,rio-2016,64 - 69 kg men,Men,BRONZE,Athlete,Mohammed RABII,Morocco,MAR
Boxing,rio-2016,64 - 69 kg men,Men,BRONZE,Athlete,Souleymane Diop CISSOKHO,France,FRA
Boxing,rio-2016,51 kg fly women,Women,GOLD,Athlete,Nicola ADAMS,Great Britain,GBR
Boxing,rio-2016,51 kg fly women,Women,SILVER,Athlete,Sarah OURAHMOUNE,France,FRA
Boxing,rio-2016,51 kg fly women,Women,BRONZE,Athlete,Cancan REN,People's Republic of China,CHN
Boxing,rio-2016,51 kg fly women,Women,BRONZE,Athlete,Ingrit VALENCIA VICTORIA,Colombia,COL
Boxing,rio-2016,75 kg middle women,Women,GOLD,Athlete,Claressa Maria SHIELDS,United States of America,USA
Boxing,rio-2016,75 kg middle women,Women,SILVER,Athlete,Nouchka FONTIJN,Netherlands,NED
Boxing,rio-2016,75 kg middle women,Women,BRONZE,Athlete,Dariga SHAKIMOVA,Kazakhstan,KAZ
Boxing,rio-2016,75 kg middle women,Women,BRONZE,Athlete,Qian LI,People's Republic of China,CHN
Boxing,rio-2016,56kg men,Men,GOLD,Athlete,Robeisy RAMIREZ CARRAZANA,Cuba,CUB
Boxing,rio-2016,56kg men,Men,SILVER,Athlete,Shakur STEVENSON,United States of America,USA
Boxing,rio-2016,56kg men,Men,BRONZE,Athlete,Vladimir NIKITIN,Russian Federation,RUS
Boxing,rio-2016,56kg men,Men,BRONZE,Athlete,Murodzhon Akhmadaliyev,Uzbekistan,UZB
Boxing,rio-2016,60 - 64 kg men,Men,GOLD,Athlete,Fazliddin GAIBNAZAROV,Uzbekistan,UZB
Boxing,rio-2016,60 - 64 kg men,Men,SILVER,Athlete,Lorenzo SOTOMAYOR COLLAZO,Azerbaijan,AZE
Boxing,rio-2016,60 - 64 kg men,Men,BRONZE,Athlete,Vitaly DUNAYTSEV,Russian Federation,RUS
Boxing,rio-2016,60 - 64 kg men,Men,BRONZE,Athlete,Artem HARUTYUNYAN,Germany,GER
Boxing,rio-2016,57-60kg lightweight men,Men,GOLD,Athlete,Robson CONCEICAO,Brazil,BRA
Boxing,rio-2016,57-60kg lightweight men,Men,SILVER,Athlete,Sofiane OUMIHA,France,FRA
Boxing,rio-2016,57-60kg lightweight men,Men,BRONZE,Athlete,Lazaro Jorge ALVAREZ,Cuba,CUB
Boxing,rio-2016,57-60kg lightweight men,Men,BRONZE,Athlete,Otgondalai DORJNYAMBUU,Mongolia,MGL
Canoe Slalom,rio-2016,K-1 (kayak single) men,Men,GOLD,Athlete,Joseph CLARKE,Great Britain,GBR
Canoe Slalom,rio-2016,K-1 (kayak single) men,Men,SILVER,Athlete,Peter KAUZER,Slovenia,SLO
Canoe Slalom,rio-2016,K-1 (kayak single) men,Men,BRONZE,Athlete,Jiri PRSKAVEC,Czech Republic,CZE
Canoe Slalom,rio-2016,K-1 (kayak single) women,Women,GOLD,Athlete,Maialen CHOURRAUT,Spain,ESP
Canoe Slalom,rio-2016,K-1 (kayak single) women,Women,SILVER,Athlete,Luuka JONES,New Zealand,NZL
Canoe Slalom,rio-2016,K-1 (kayak single) women,Women,BRONZE,Athlete,Jessica FOX,Australia,AUS
Canoe Slalom,rio-2016,C-1 (canoe single) men,Men,GOLD,Athlete,Denis GARGAUD CHANUT,France,FRA
Canoe Slalom,rio-2016,C-1 (canoe single) men,Men,SILVER,Athlete,Matej BENUS,Slovakia,SVK
Canoe Slalom,rio-2016,C-1 (canoe single) men,Men,BRONZE,Athlete,Takuya HANEDA,Japan,JPN
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,GOLD,GameTeam,Ladislav SKANTAR,Slovakia,SVK
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,GOLD,GameTeam,Peter SKANTAR,Slovakia,SVK
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,SILVER,GameTeam,David FLORENCE,Great Britain,GBR
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,SILVER,GameTeam,Richard HOUNSLOW,Great Britain,GBR
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,BRONZE,GameTeam,Gauthier KLAUSS,France,FRA
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,BRONZE,GameTeam,Matthieu PECHE,France,FRA
Wrestling,rio-2016,Freestyle 48 kg women,Women,GOLD,Athlete,Eri TOSAKA,Japan,JPN
Wrestling,rio-2016,Freestyle 48 kg women,Women,SILVER,Athlete,Mariya STADNIK,Azerbaijan,AZE
Wrestling,rio-2016,Freestyle 48 kg women,Women,BRONZE,Athlete,Yanan SUN,People's Republic of China,CHN
Wrestling,rio-2016,Freestyle 48 kg women,Women,BRONZE,Athlete,Elitsa Atanasova YANKOVA,Bulgaria,BUL
Wrestling,rio-2016,Freestyle 69 kg women,Women,GOLD,Athlete,Sara DOSHO,Japan,JPN
Wrestling,rio-2016,Freestyle 69 kg women,Women,SILVER,Athlete,Nataliya Vorobyova,Russian Federation,RUS
Wrestling,rio-2016,Freestyle 69 kg women,Women,BRONZE,Athlete,Elmira SYZDYKOVA,Kazakhstan,KAZ
Wrestling,rio-2016,Freestyle 69 kg women,Women,BRONZE,Athlete,Jenny FRANSSON,Sweden,SWE
Wrestling,rio-2016,Freestyle 86 kg men,Men,GOLD,Athlete,Abdul-Rashid Sadulayev,Russian Federation,RUS
Wrestling,rio-2016,Freestyle 86 kg men,Men,SILVER,Athlete,Selim YASAR,Turkey,TUR
Wrestling,rio-2016,Freestyle 86 kg men,Men,BRONZE,Athlete,Şərif Şərifov,Azerbaijan,AZE
Wrestling,rio-2016,Freestyle 86 kg men,Men,BRONZE,Athlete,Jden Michael Tbory COX,United States of America,USA
Wrestling,rio-2016,Greco-Roman 59 kg men,Men,GOLD,Athlete,Ismael BORRERO MOLINA,Cuba,CUB
Wrestling,rio-2016,Greco-Roman 59 kg men,Men,SILVER,Athlete,Shinobu OTA,Japan,JPN
Wrestling,rio-2016,Greco-Roman 59 kg men,Men,BRONZE,Athlete,Elmurat TASMURADOV,Uzbekistan,UZB
Wrestling,rio-2016,Greco-Roman 59 kg men,Men,BRONZE,Athlete,Stig-Andre BERGE,Norway,NOR
Wrestling,rio-2016,Freestyle 53 kg women,Women,GOLD,Athlete,Helen Louise MAROULIS,United States of America,USA
Wrestling,rio-2016,Freestyle 53 kg women,Women,SILVER,Athlete,Saori YOSHIDA,Japan,JPN
Wrestling,rio-2016,Freestyle 53 kg women,Women,BRONZE,Athlete,Nataliya SYNYSHYN,Azerbaijan,AZE
Wrestling,rio-2016,Freestyle 53 kg women,Women,BRONZE,Athlete,Sofia Magdalena MATTSSON,Sweden,SWE
Wrestling,rio-2016,Greco-Roman 85kg men,Men,GOLD,Athlete,Davit CHAKVETADZE,Russian Federation,RUS
Wrestling,rio-2016,Greco-Roman 85kg men,Men,SILVER,Athlete,Zhan BELENIUK,Ukraine,UKR
Wrestling,rio-2016,Greco-Roman 85kg men,Men,BRONZE,Athlete,Dzhavid Gamzatov,Belarus,BLR
Wrestling,rio-2016,Greco-Roman 85kg men,Men,BRONZE,Athlete,Denis Maksymilian KUDLA,Germany,GER
Wrestling,rio-2016,Greco-Roman 130 kg men,Men,GOLD,Athlete,Mijain LOPEZ,Cuba,CUB
Wrestling,rio-2016,Greco-Roman 130 kg men,Men,SILVER,Athlete,Riza KAYAALP,Turkey,TUR
Wrestling,rio-2016,Greco-Roman 130 kg men,Men,BRONZE,Athlete,Sabah SHARIATI,Azerbaijan,AZE
Wrestling,rio-2016,Greco-Roman 130 kg men,Men,BRONZE,Athlete,Sergey SEMENOV,Russian Federation,RUS
Wrestling,rio-2016,Freestyle 75 kg women,Women,GOLD,Athlete,Erica Elizabeth WIEBE,Canada,CAN
Wrestling,rio-2016,Freestyle 75 kg women,Women,SILVER,Athlete,Guzel MANYUROVA,Kazakhstan,KAZ
Wrestling,rio-2016,Freestyle 75 kg women,Women,BRONZE,Athlete,Fengliu ZHANG,People's Republic of China,CHN
Wrestling,rio-2016,Freestyle 75 kg women,Women,BRONZE,Athlete,Ekaterina BUKINA,Russian Federation,RUS
Wrestling,rio-2016,Freestyle 65 kg men,Men,GOLD,Athlete,Soslan RAMONOV,Russian Federation,RUS
Wrestling,rio-2016,Freestyle 65 kg men,Men,SILVER,Athlete,Toğrul Əsgərov,Azerbaijan,AZE
Wrestling,rio-2016,Freestyle 65 kg men,Men,BRONZE,Athlete,Frank CHAMIZO MARQUEZ,Italy,ITA
Wrestling,rio-2016,Freestyle 65 kg men,Men,BRONZE,Athlete,Ikhtiyor NAVRUZOV,Uzbekistan,UZB
Wrestling,rio-2016,Greco-Roman 98 kg men,Men,GOLD,Athlete,Artur ALEKSANYAN,Armenia,ARM
Wrestling,rio-2016,Greco-Roman 98 kg men,Men,SILVER,Athlete,Yasmany Daniel LUGO CABRERA,Cuba,CUB
Wrestling,rio-2016,Greco-Roman 98 kg men,Men,BRONZE,Athlete,Cenk ILDEM,Turkey,TUR
Wrestling,rio-2016,Greco-Roman 98 kg men,Men,BRONZE,Athlete,Ghasem Gholamreza REZAEI,Islamic Republic of Iran,IRI
Wrestling,rio-2016,Freestyle 58 kg women,Women,GOLD,Athlete,Kaori ICHO,Japan,JPN
Wrestling,rio-2016,Freestyle 58 kg women,Women,SILVER,Athlete,Valeriya Zholobova-Koblova,Russian Federation,RUS
Wrestling,rio-2016,Freestyle 58 kg women,Women,BRONZE,Athlete,Marwa AMRI,Tunisia,TUN
Wrestling,rio-2016,Freestyle 58 kg women,Women,BRONZE,Athlete,Sakshi MALIK,India,IND
Wrestling,rio-2016,Freestyle 125 kg men,Men,GOLD,Athlete,Taha AKGUL,Turkey,TUR
Wrestling,rio-2016,Freestyle 125 kg men,Men,SILVER,Athlete,Komeil Nemat GHASEMI,Islamic Republic of Iran,IRI
Wrestling,rio-2016,Freestyle 125 kg men,Men,BRONZE,Athlete,Ibragim SAIDOV,Belarus,BLR
Wrestling,rio-2016,Freestyle 125 kg men,Men,BRONZE,Athlete,Geno PETRIASHVILI,Georgia,GEO
Wrestling,rio-2016,Freestyle 63 kg women,Women,GOLD,Athlete,Risako KAWAI,Japan,JPN
Wrestling,rio-2016,Freestyle 63 kg women,Women,SILVER,Athlete,Mariya Mamoshuk,Belarus,BLR
Wrestling,rio-2016,Freestyle 63 kg women,Women,BRONZE,Athlete,Yekaterina LARIONOVA,Kazakhstan,KAZ
Wrestling,rio-2016,Freestyle 63 kg women,Women,BRONZE,Athlete,Monika Ewa MICHALIK,Poland,POL
Wrestling,rio-2016,Greco-Roman 75 kg men,Men,GOLD,Athlete,Roman VLASOV,Russian Federation,RUS
Wrestling,rio-2016,Greco-Roman 75 kg men,Men,SILVER,Athlete,Mark Overgaard MADSEN,Denmark,DEN
Wrestling,rio-2016,Greco-Roman 75 kg men,Men,BRONZE,Athlete,Hyeon-Wu Kim,Republic of Korea,KOR
Wrestling,rio-2016,Greco-Roman 75 kg men,Men,BRONZE,Athlete,Saeid Morad ABDVALI,Islamic Republic of Iran,IRI
Wrestling,rio-2016,Freestyle 57 kg men,Men,GOLD,Athlete,Vladimer KHINCHEGASHVILI,Georgia,GEO
Wrestling,rio-2016,Freestyle 57 kg men,Men,SILVER,Athlete,Rei HIGUCHI,Japan,JPN
Wrestling,rio-2016,Freestyle 57 kg men,Men,BRONZE,Athlete,Hacı Əliyev,Azerbaijan,AZE
Wrestling,rio-2016,Freestyle 57 kg men,Men,BRONZE,Athlete,Hassan Sabzali RAHIMI,Islamic Republic of Iran,IRI
Wrestling,rio-2016,Greco-Roman 66 kg men,Men,GOLD,Athlete,Davor STEFANEK,Serbia,SRB
Wrestling,rio-2016,Greco-Roman 66 kg men,Men,SILVER,Athlete,Migran ARUTYUNYAN,Armenia,ARM
Wrestling,rio-2016,Greco-Roman 66 kg men,Men,BRONZE,Athlete,Shmagi BOLKVADZE,Georgia,GEO
Wrestling,rio-2016,Greco-Roman 66 kg men,Men,BRONZE,Athlete,Rəsul Çunayev,Azerbaijan,AZE
Wrestling,rio-2016,Freestyle 97 kg men,Men,GOLD,Athlete,Kyle Frederick SNYDER,United States of America,USA
Wrestling,rio-2016,Freestyle 97 kg men,Men,SILVER,Athlete,Xetaq Qazyumov,Azerbaijan,AZE
Wrestling,rio-2016,Freestyle 97 kg men,Men,BRONZE,Athlete,Albert SARITOV,Romania,ROU
Wrestling,rio-2016,Freestyle 97 kg men,Men,BRONZE,Athlete,Magomed Idrisovitch IBRAGIMOV,Uzbekistan,UZB
Wrestling,rio-2016,Freestyle 74 kg men,Men,GOLD,Athlete,Hassan Aliazam YAZDANICHARATI,Islamic Republic of Iran,IRI
Wrestling,rio-2016,Freestyle 74 kg men,Men,SILVER,Athlete,Aniuar GEDUEV,Russian Federation,RUS
Wrestling,rio-2016,Freestyle 74 kg men,Men,BRONZE,Athlete,Cəbrayıl Həsənov,Azerbaijan,AZE
Wrestling,rio-2016,Freestyle 74 kg men,Men,BRONZE,Athlete,Soner DEMIRTAS,Turkey,TUR
Synchronized Swimming,rio-2016,duet women,Women,GOLD,GameTeam,Natalia ISHCHENKO,Russian Federation,RUS
Synchronized Swimming,rio-2016,duet women,Women,GOLD,GameTeam,Svetlana ROMASHINA,Russian Federation,RUS
Synchronized Swimming,rio-2016,duet women,Women,SILVER,GameTeam,Xuechen HUANG,People's Republic of China,CHN
Synchronized Swimming,rio-2016,duet women,Women,SILVER,GameTeam,Wenyan SUN,People's Republic of China,CHN
Synchronized Swimming,rio-2016,duet women,Women,BRONZE,GameTeam,Yukiko INUI,Japan,JPN
Synchronized Swimming,rio-2016,duet women,Women,BRONZE,GameTeam,Risako MITSUI,Japan,JPN
Synchronized Swimming,rio-2016,team women,Women,GOLD,GameTeam,,Russian Federation,RUS
Synchronized Swimming,rio-2016,team women,Women,SILVER,GameTeam,,People's Republic of China,CHN
Synchronized Swimming,rio-2016,team women,Women,BRONZE,GameTeam,,Japan,JPN
Volleyball,rio-2016,volleyball women,Women,GOLD,GameTeam,,People's Republic of China,CHN
Volleyball,rio-2016,volleyball women,Women,SILVER,GameTeam,,Serbia,SRB
Volleyball,rio-2016,volleyball women,Women,BRONZE,GameTeam,,United States of America,USA
Volleyball,rio-2016,volleyball men,Men,GOLD,GameTeam,,Brazil,BRA
Volleyball,rio-2016,volleyball men,Men,SILVER,GameTeam,,Italy,ITA
Volleyball,rio-2016,volleyball men,Men,BRONZE,GameTeam,,United States of America,USA
Sailing,rio-2016,470 - Two Person Dinghy men,Men,GOLD,GameTeam,Sime FANTELA,Croatia,CRO
Sailing,rio-2016,470 - Two Person Dinghy men,Men,GOLD,GameTeam,Igor MARENIC,Croatia,CRO
Sailing,rio-2016,470 - Two Person Dinghy men,Men,SILVER,GameTeam,Mathew BELCHER,Australia,AUS
Sailing,rio-2016,470 - Two Person Dinghy men,Men,SILVER,GameTeam,Will RYAN,Australia,AUS
Sailing,rio-2016,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,Panagiotis MANTIS,Greece,GRE
Sailing,rio-2016,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,Pavlos KAGIALIS,Greece,GRE
Sailing,rio-2016,Laser - One Person Dinghy men,Men,GOLD,Athlete,Tom BURTON,Australia,AUS
Sailing,rio-2016,Laser - One Person Dinghy men,Men,SILVER,Athlete,Tonci STIPANOVIC,Croatia,CRO
Sailing,rio-2016,Laser - One Person Dinghy men,Men,BRONZE,Athlete,Sam MEECH,New Zealand,NZL
Sailing,rio-2016,49er FX Women women,Women,GOLD,GameTeam,Martine GRAEL,Brazil,BRA
Sailing,rio-2016,49er FX Women women,Women,GOLD,GameTeam,Kahena KUNZE,Brazil,BRA
Sailing,rio-2016,49er FX Women women,Women,SILVER,GameTeam,Alex MALONEY,New Zealand,NZL
Sailing,rio-2016,49er FX Women women,Women,SILVER,GameTeam,Molly MEECH,New Zealand,NZL
Sailing,rio-2016,49er FX Women women,Women,BRONZE,GameTeam,Jena HANSEN,Denmark,DEN
Sailing,rio-2016,49er FX Women women,Women,BRONZE,GameTeam,Katja Steen SALSKOV-IVERSEN,Denmark,DEN
Sailing,rio-2016,RS:X - Windsurfer women,Women,GOLD,Athlete,Charline PICON,France,FRA
Sailing,rio-2016,RS:X - Windsurfer women,Women,SILVER,Athlete,Peina CHEN,People's Republic of China,CHN
Sailing,rio-2016,RS:X - Windsurfer women,Women,BRONZE,Athlete,Stefaniya ELFUTINA,Russian Federation,RUS
Sailing,rio-2016,RS:X - Windsurfer men,Men,GOLD,Athlete,Dorian VAN RIJSSELBERGHE,Netherlands,NED
Sailing,rio-2016,RS:X - Windsurfer men,Men,SILVER,Athlete,Nick DEMPSEY,Great Britain,GBR
Sailing,rio-2016,RS:X - Windsurfer men,Men,BRONZE,Athlete,Pierre LE COQ,France,FRA
Sailing,rio-2016,470 - Two Person Dinghy women,Women,GOLD,GameTeam,Hannah MILLS,Great Britain,GBR
Sailing,rio-2016,470 - Two Person Dinghy women,Women,GOLD,GameTeam,Saskia CLARK,Great Britain,GBR
Sailing,rio-2016,470 - Two Person Dinghy women,Women,SILVER,GameTeam,Jo ALEH,New Zealand,NZL
Sailing,rio-2016,470 - Two Person Dinghy women,Women,SILVER,GameTeam,Polly POWRIE,New Zealand,NZL
Sailing,rio-2016,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,Camille LECOINTRE,France,FRA
Sailing,rio-2016,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,Helene DEFRANCE,France,FRA
Sailing,rio-2016,Finn - One Person Dinghy (Heavyweight) men,Men,GOLD,Athlete,Giles SCOTT,Great Britain,GBR
Sailing,rio-2016,Finn - One Person Dinghy (Heavyweight) men,Men,SILVER,Athlete,Vasilij ZBOGAR,Slovenia,SLO
Sailing,rio-2016,Finn - One Person Dinghy (Heavyweight) men,Men,BRONZE,Athlete,Caleb PAINE,United States of America,USA
Sailing,rio-2016,49er - Skiff men,Men,GOLD,GameTeam,Peter BURLING,New Zealand,NZL
Sailing,rio-2016,49er - Skiff men,Men,GOLD,GameTeam,Blair TUKE,New Zealand,NZL
Sailing,rio-2016,49er - Skiff men,Men,SILVER,GameTeam,Nathan OUTTERIDGE,Australia,AUS
Sailing,rio-2016,49er - Skiff men,Men,SILVER,GameTeam,Iain JENSEN,Australia,AUS
Sailing,rio-2016,49er - Skiff men,Men,BRONZE,GameTeam,Erik HEIL,Germany,GER
Sailing,rio-2016,49er - Skiff men,Men,BRONZE,GameTeam,Thomas PLOESSEL,Germany,GER
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,GOLD,GameTeam,Santiago LANGE,Argentina,ARG
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,GOLD,GameTeam,Cecilia CARRANZA SAROLI,Argentina,ARG
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,SILVER,GameTeam,Jason WATERHOUSE,Australia,AUS
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,SILVER,GameTeam,Lisa DARMANIN,Australia,AUS
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,BRONZE,GameTeam,Thomas ZAJAC,Austria,AUT
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,BRONZE,GameTeam,Tanja FRANK,Austria,AUT
Sailing,rio-2016,Laser Radial - One Person Dinghy women,Women,GOLD,Athlete,Marit BOUWMEESTER,Netherlands,NED
Sailing,rio-2016,Laser Radial - One Person Dinghy women,Women,SILVER,Athlete,Annalise MURPHY,Ireland,IRL
Sailing,rio-2016,Laser Radial - One Person Dinghy women,Women,BRONZE,Athlete,Anne-Marie RINDOM,Denmark,DEN
Trampoline,rio-2016,Individual men,Men,GOLD,Athlete,Vladislav Goncharov,Belarus,BLR
Trampoline,rio-2016,Individual men,Men,SILVER,Athlete,Dong DONG,People's Republic of China,CHN
Trampoline,rio-2016,Individual men,Men,BRONZE,Athlete,Lei GAO,People's Republic of China,CHN
Trampoline,rio-2016,Individual women,Women,GOLD,Athlete,Rosannagh MACLENNAN,Canada,CAN
Trampoline,rio-2016,Individual women,Women,SILVER,Athlete,Bryony PAGE,Great Britain,GBR
Trampoline,rio-2016,Individual women,Women,BRONZE,Athlete,Dan LI,People's Republic of China,CHN
Hockey,rio-2016,hockey women,Women,GOLD,GameTeam,,Great Britain,GBR
Hockey,rio-2016,hockey women,Women,SILVER,GameTeam,,Netherlands,NED
Hockey,rio-2016,hockey women,Women,BRONZE,GameTeam,,Germany,GER
Hockey,rio-2016,hockey men,Men,GOLD,GameTeam,,Argentina,ARG
Hockey,rio-2016,hockey men,Men,SILVER,GameTeam,,Belgium,BEL
Hockey,rio-2016,hockey men,Men,BRONZE,GameTeam,,Germany,GER
Cycling Road,rio-2016,individual road race men,Men,GOLD,Athlete,Greg VAN AVERMAET,Belgium,BEL
Cycling Road,rio-2016,individual road race men,Men,SILVER,Athlete,Jakob FUGLSANG,Denmark,DEN
Cycling Road,rio-2016,individual road race men,Men,BRONZE,Athlete,Rafal MAJKA,Poland,POL
Cycling Road,rio-2016,individual time trial women,Women,GOLD,Athlete,Kristin ARMSTRONG,United States of America,USA
Cycling Road,rio-2016,individual time trial women,Women,SILVER,Athlete,Olga ZABELINSKAYA,Russian Federation,RUS
Cycling Road,rio-2016,individual time trial women,Women,BRONZE,Athlete,Anna VAN DER BREGGEN,Netherlands,NED
Cycling Road,rio-2016,individual road race women,Women,GOLD,Athlete,Anna VAN DER BREGGEN,Netherlands,NED
Cycling Road,rio-2016,individual road race women,Women,SILVER,Athlete,Emma JOHANSSON,Sweden,SWE
Cycling Road,rio-2016,individual road race women,Women,BRONZE,Athlete,Elisa LONGO BORGHINI,Italy,ITA
Cycling Road,rio-2016,individual time trial men,Men,GOLD,Athlete,Fabian CANCELLARA,Switzerland,SUI
Cycling Road,rio-2016,individual time trial men,Men,SILVER,Athlete,Tom DUMOULIN,Netherlands,NED
Cycling Road,rio-2016,individual time trial men,Men,BRONZE,Athlete,Christopher FROOME,Great Britain,GBR
Handball,rio-2016,handball men,Men,GOLD,GameTeam,,Denmark,DEN
Handball,rio-2016,handball men,Men,SILVER,GameTeam,,France,FRA
Handball,rio-2016,handball men,Men,BRONZE,GameTeam,,Germany,GER
Handball,rio-2016,handball women,Women,GOLD,GameTeam,,Russian Federation,RUS
Handball,rio-2016,handball women,Women,SILVER,GameTeam,,France,FRA
Handball,rio-2016,handball women,Women,BRONZE,GameTeam,,Norway,NOR
Diving,rio-2016,synchronized diving 10m platform women,Women,GOLD,GameTeam,Ruolin CHEN,People's Republic of China,CHN
Diving,rio-2016,synchronized diving 10m platform women,Women,GOLD,GameTeam,Huixia LIU,People's Republic of China,CHN
Diving,rio-2016,synchronized diving 10m platform women,Women,SILVER,GameTeam,Jun Hoong CHEONG,Malaysia,MAS
Diving,rio-2016,synchronized diving 10m platform women,Women,SILVER,GameTeam,Pandelela Rinong PAMG,Malaysia,MAS
Diving,rio-2016,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Meaghan BENFEITO,Canada,CAN
Diving,rio-2016,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Roseline FILION,Canada,CAN
Diving,rio-2016,10m platform women,Women,GOLD,Athlete,Qian REN,People's Republic of China,CHN
Diving,rio-2016,10m platform women,Women,SILVER,Athlete,Yajie SI,People's Republic of China,CHN
Diving,rio-2016,10m platform women,Women,BRONZE,Athlete,Meaghan BENFEITO,Canada,CAN
Diving,rio-2016,3m springboard men,Men,GOLD,Athlete,Yuan CAO,People's Republic of China,CHN
Diving,rio-2016,3m springboard men,Men,SILVER,Athlete,Jack LAUGHER,Great Britain,GBR
